author_id,author_name,movement_type,prev_year,prev_countries,prev_publication_id,curr_year,curr_countries,curr_publication_id
A5031363132,Michael Röder,Foreign to Brazilian,2020,DE,W3134376907,2024,BR,W4391789137
A5054264208,Paolo Rech,Brazilian to Foreign,2021,BR,W3120425629,2022,IT,W4297337535
A5054264208,Paolo Rech,Foreign to Brazilian,2022,IT,W4297337535,2022,"BR, IT",W4280619532
A5054264208,Paolo Rech,Brazilian to Foreign,2022,"BR, IT",W4206193900,2022,IT,W4287848942
A5054264208,Paolo Rech,Foreign to Brazilian,2022,IT,W4287848942,2022,"BR, IT",W4287849833
A5054264208,Paolo Rech,Brazilian to Foreign,2023,"BR, IT",W4381800677,2023,IT,W4386634165
A5054264208,Paolo Rech,Foreign to Brazilian,2023,IT,W4386634165,2024,BR,W4391326596
A5043310039,Rodrigo M. Corder,Foreign to Brazilian,2023,US,W4386700253,2024,"BR, US",W4391482944
A5090542944,Gustavo C. Amaral,Brazilian to Foreign,2021,"BR, NL",W3167582015,2023,NL,W4386352797
A5090542944,Gustavo C. Amaral,Foreign to Brazilian,2023,NL,W4386352797,2023,BR,W4376873355
A5090542944,Gustavo C. Amaral,Brazilian to Foreign,2023,BR,W4376873355,2024,NL,W4391471679
A5102896507,Daniel Martin,Brazilian to Foreign,2021,"BR, CL",W3207328204,2021,CL,W3204773923
A5022634404,Juan Guillermo Lazo Lazo,Foreign to Brazilian,2023,PE,W4317433605,2024,"BR, PE",W4391253788
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2015,PT,W1482557744,2015,"BR, PT",W2344271891
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2015,"BR, PT",W2344172948,2016,PT,W1559586102
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2016,PT,W1559586102,2016,"BR, PT",W2507456656
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2016,"BR, PT, RU",W2518558027,2016,PT,W2508348232
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2016,PT,W2508348232,2016,"BR, PT",W2514524524
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2017,BR,W2739951819,2017,PT,W2755505246
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2017,PT,W2755505246,2017,"BR, PT, RU",W2771635558
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2017,"BR, PT, RU",W2784219033,2017,PT,W2898639880
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2017,PT,W2898639880,2017,"BR, PT",W2782572729
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2017,"BR, RU, SA",W2571613126,2017,PT,W2731971941
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2017,PT,W2731971941,2017,"BR, PT, RU",W2592611320
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2017,BR,W2740722358,2017,PT,W2773654769
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2017,PT,W2773654769,2017,"BR, PT, RU",W2688051750
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,BR,W2891071042,2018,PT,W2917459529
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2917459529,2018,BR,W2916473510
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,BR,W2885118709,2018,PT,W2815417070
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2815417070,2018,"BR, PT",W2900959021
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,"BR, PT",W2890436618,2018,PT,W2810550035
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2810550035,2018,"BR, PT, RU",W2787444476
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,"BR, PT, RU, SA",W2784792583,2018,PT,W2902188326
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2902188326,2018,"BR, PT, RU",W2888966007
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,"BR, US",W2851625681,2018,PT,W2898635601
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2898635601,2018,BR,W2896228763
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2018,"BR, PT, RU",W2785346526,2018,PT,W2800951337
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2018,PT,W2800951337,2018,"BR, PT",W2891686988
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2019,BR,W2982382772,2019,"PT, RU",W2909426301
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2019,"PT, RU",W2909426301,2019,"BR, PT, SA",W2915566824
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2019,BR,W2965486389,2020,DZ,W3090449186
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2020,DZ,W3090449186,2020,"BR, PT",W3117458838
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2020,"BR, PT",W2997080176,2020,"PT, SA",W3008249743
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2020,"PT, SA",W3008249743,2020,"BR, PT, RU",W3080202253
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2020,BR,W3113700694,2020,SA,W3045884031
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2020,"PT, SA",W3014501349,2020,"BR, PT",W2999570691
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2021,BR,W3192723027,2021,PT,W3190440955
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2021,PT,W3190440955,2021,"BR, PT",W3162481070
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2021,BR,W3213280632,2021,PT,W3157758310
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2021,PT,W3157758310,2021,"BR, PT",W3217507477
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2021,"BR, PT",W3189004629,2022,PT,W4205595354
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2022,CN,W4285213141,2022,BR,W4212964970
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2022,BR,W4212964970,2022,CN,W4285506366
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2022,CN,W4285506366,2022,"BR, CN, PT",W4308988646
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2022,BR,W4212772388,2022,"CN, PT",W4225274938
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2022,"CN, PT",W4225274938,2022,BR,W4308043708
A5076776322,Joel J. P. C. Rodrigues,Brazilian to Foreign,2022,BR,W4312887264,2023,PT,W4385408421
A5076776322,Joel J. P. C. Rodrigues,Foreign to Brazilian,2023,PT,W4385408421,2024,BR,W4391528333
A5093671935,Caroline Brandão Brito,Brazilian to Foreign,2024,BR,W4390942155,2024,UY,W4390709120
A5004613188,Marcelo Carneiro,Brazilian to Foreign,2024,"BR, GB",W4390933762,2024,PT,W4400398102
A5019275328,Gabriela Marcellino de Melo Lanzoni,Foreign to Brazilian,2016,PT,W2583443607,2016,BR,W2509560412
A5009301495,Harish Shrivastava,Brazilian to Foreign,2021,BR,W3135720560,2024,IN,W4390787514
A5026365458,Vinicius Grilo,Brazilian to Foreign,2023,BR,W4367294077,2024,PT,W4390879644
A5033620133,João Braun,Brazilian to Foreign,2019,BR,W2968133620,2023,PT,W4386953115
A5054089208,Maristela Holanda,Brazilian to Foreign,2023,"BR, US",W4390621496,2023,US,W4387362983
A5054089208,Maristela Holanda,Foreign to Brazilian,2023,US,W4387362983,2024,"BR, US",W4391601595
A5045204301,Dilma Da Silva,Brazilian to Foreign,2020,BR,W3112318120,2021,US,W4206435438
A5045204301,Dilma Da Silva,Foreign to Brazilian,2023,US,W4390621496,2024,"BR, US",W4391601595
A5045204301,Dilma Da Silva,Brazilian to Foreign,2024,"BR, US",W4391601595,2024,US,W4396981147
A5059362886,Frédéric Valentin,Brazilian to Foreign,2018,BR,W2555565603,2019,FR,W2946946244
A5059362886,Frédéric Valentin,Foreign to Brazilian,2019,FR,W2946946244,2019,BR,W2995453962
A5059362886,Frédéric Valentin,Brazilian to Foreign,2022,"BR, FR",W4292941884,2023,FR,W3010983162
A5059362886,Frédéric Valentin,Foreign to Brazilian,2023,FR,W3010983162,2023,"BR, FR",W4323273672
A5025341409,Alex E. Bernardini,Brazilian to Foreign,2018,BR,W3104631351,2018,PT,W2782470281
A5025341409,Alex E. Bernardini,Foreign to Brazilian,2018,PT,W2782470281,2018,BR,W2782261561
A5049553375,Samir Kanaan Nabhan,Foreign to Brazilian,2017,FR,W2590454538,2024,BR,W4391614297
A5070629635,Silvio Jamil F. Guimarães,Brazilian to Foreign,2015,BR,W1250581112,2016,FR,W2579330182
A5070629635,Silvio Jamil F. Guimarães,Foreign to Brazilian,2016,FR,W2579330182,2016,BR,W2364255476
A5070629635,Silvio Jamil F. Guimarães,Brazilian to Foreign,2017,BR,W2794415434,2018,FR,W2907102629
A5070629635,Silvio Jamil F. Guimarães,Foreign to Brazilian,2018,FR,W2907102629,2019,BR,W2981491038
A5035133271,Iure Fé,Brazilian to Foreign,2021,BR,W3180029388,2021,PT,W3134187373
A5035133271,Iure Fé,Foreign to Brazilian,2021,PT,W3134187373,2022,BR,W4212874522
A5070735330,Luciano Agostini,Brazilian to Foreign,2018,BR,W2810628134,2018,PT,W2900904625
A5070735330,Luciano Agostini,Foreign to Brazilian,2018,PT,W2900904625,2018,BR,W2901120452
A5070735330,Luciano Agostini,Brazilian to Foreign,2018,BR,W2912737918,2018,PT,W2891732861
A5070735330,Luciano Agostini,Foreign to Brazilian,2018,PT,W2891732861,2018,BR,W2892067052
A5043147904,Anderson Rocha,Brazilian to Foreign,2017,"BR, US",W2621156800,2017,US,W2963219740
A5043147904,Anderson Rocha,Foreign to Brazilian,2017,US,W2963219740,2017,BR,W2918413273
A5040178299,Edson Borin,Brazilian to Foreign,2017,BR,W2767406404,2017,CN,W2623735841
A5040178299,Edson Borin,Foreign to Brazilian,2017,CN,W2623735841,2018,BR,W3134776827
A5023818241,Renato Lui Geh,Brazilian to Foreign,2019,BR,W3011690718,2023,US,W4388198471
A5023818241,Renato Lui Geh,Foreign to Brazilian,2023,US,W4388198471,2023,BR,W4382723310
A5023818241,Renato Lui Geh,Brazilian to Foreign,2023,BR,W4382723310,2024,US,W4403792806
A5056290966,João Victor Barbosa Alves,Foreign to Brazilian,2016,US,W2473639399,2024,BR,W4403396948
A5064422885,Javam C. Machado,Brazilian to Foreign,2021,BR,W3215831804,2021,US,W3183152505
A5064422885,Javam C. Machado,Foreign to Brazilian,2021,US,W3183152505,2021,BR,W4200550469
A5108651387,José Maria Monteiro,Brazilian to Foreign,2016,BR,W2279241154,2017,PT,W2759685565
A5108651387,José Maria Monteiro,Foreign to Brazilian,2017,PT,W2759685565,2017,BR,W2619365251
A5084920912,Nadia Nedjah,Brazilian to Foreign,2018,BR,W2808744066,2018,DZ,W2892110254
A5084920912,Nadia Nedjah,Foreign to Brazilian,2018,DZ,W2892110254,2018,BR,W2809783851
A5084920912,Nadia Nedjah,Brazilian to Foreign,2021,BR,W3196594607,2021,AU,W3138547989
A5084920912,Nadia Nedjah,Foreign to Brazilian,2021,AU,W3138547989,2021,BR,W3167876643
A5008214323,Denis Rosário,Brazilian to Foreign,2021,BR,W4205544480,2024,DE,W4406676306
A5008214323,Denis Rosário,Foreign to Brazilian,2024,DE,W4406676306,2024,BR,W4405846096
A5010180044,Christoph Sommer,Brazilian to Foreign,2022,BR,W4320067172,2022,DE,W4317418783
A5010180044,Christoph Sommer,Foreign to Brazilian,2023,DE,W4378904701,2024,BR,W4406676306
A5026805420,Lúcio H. A. Reis,Brazilian to Foreign,2021,"BR, NL",W4200124743,2022,NL,W4312691519
A5026805420,Lúcio H. A. Reis,Foreign to Brazilian,2022,NL,W4312691519,2023,BR,W4391828530
A5086934465,Marcela Tuler de Oliveira,Brazilian to Foreign,2020,"BR, NL",W3035734344,2021,NL,W3180530279
A5076412136,Diogo M. F. Mattos,Foreign to Brazilian,2015,FR,W2323665256,2015,BR,W4300858193
A5002928335,Tiago Araújo,Brazilian to Foreign,2020,BR,W3138878817,2020,PT,W3047833812
A5002928335,Tiago Araújo,Foreign to Brazilian,2020,PT,W3047833812,2021,BR,W3175460742
A5002928335,Tiago Araújo,Brazilian to Foreign,2021,BR,W3208495614,2023,PT,W4388427701
A5015267493,Alexandre X. Falcão,Brazilian to Foreign,2020,BR,W3042774330,2020,CN,W3039898277
A5015267493,Alexandre X. Falcão,Foreign to Brazilian,2020,CN,W3039898277,2020,BR,W3071429210
A5015267493,Alexandre X. Falcão,Brazilian to Foreign,2024,BR,W4403535237,2024,FR,W4403535072
A5064373853,Bernardo B. Gatto,Brazilian to Foreign,2017,BR,W2784106081,2020,JP,W3034949983
A5064373853,Bernardo B. Gatto,Foreign to Brazilian,2021,JP,W3127299742,2021,"BR, JP",W4293171283
A5064373853,Bernardo B. Gatto,Brazilian to Foreign,2022,BR,W4226206257,2024,JP,W4403535173
A5066416921,João Macedo,Foreign to Brazilian,2016,PT,W2617104394,2022,BR,W4283164137
A5085054435,Fabrí­cio Benevenuto,Brazilian to Foreign,2018,BR,W2786394921,2018,IT,W2898092020
A5085054435,Fabrí­cio Benevenuto,Foreign to Brazilian,2018,IT,W2898092020,2018,BR,W2964130029
A5072908989,Jefersson A. dos Santos,Brazilian to Foreign,2022,"BR, GB",W4308237312,2022,GB,W4313123218
A5072908989,Jefersson A. dos Santos,Foreign to Brazilian,2022,GB,W4313123218,2023,"BR, GB",W4377141473
A5072908989,Jefersson A. dos Santos,Brazilian to Foreign,2023,"BR, GB",W4377141473,2024,GB,W4403535155
A5012781859,Cláudio R. Jung,Brazilian to Foreign,2015,BR,W2400275945,2015,US,W2293143352
A5012781859,Cláudio R. Jung,Foreign to Brazilian,2015,US,W2293143352,2015,"BR, SK, US",W2293778192
A5020928137,Thiago M. Paixão,Brazilian to Foreign,2020,BR,W3091713579,2021,US,W4200347784
A5020928137,Thiago M. Paixão,Foreign to Brazilian,2021,US,W4200347784,2021,BR,W4200467101
A5020928137,Thiago M. Paixão,Brazilian to Foreign,2022,BR,W4306411238,2023,US,W4382722231
A5020928137,Thiago M. Paixão,Foreign to Brazilian,2023,US,W4382722231,2024,BR,W4403535099
A5068177643,José Augusto M. Nacif,Brazilian to Foreign,2015,BR,W1598565788,2016,CN,W2566508374
A5068177643,José Augusto M. Nacif,Foreign to Brazilian,2016,CN,W2566508374,2016,BR,W2548601258
A5056127793,Arthur F. Lorenzon,Brazilian to Foreign,2016,BR,W2577808138,2017,SK,W2769337697
A5056127793,Arthur F. Lorenzon,Foreign to Brazilian,2017,SK,W2769337697,2017,BR,W2611995383
A5081608716,Jose M. Monsalve Diaz,Foreign to Brazilian,2023,US,W4388581073,2024,BR,W4404741809
A5006338186,Rosley Anholon,Brazilian to Foreign,2023,BR,W4385481544,2023,CL,W4385066356
A5006338186,Rosley Anholon,Foreign to Brazilian,2023,CL,W4385066356,2024,BR,W4405137452
A5038720756,Daniel Aloise,Brazilian to Foreign,2016,BR,W3121763528,2017,CA,W2621856777
A5038720756,Daniel Aloise,Foreign to Brazilian,2017,CA,W2621856777,2017,"BR, CA",W2669673144
A5038720756,Daniel Aloise,Brazilian to Foreign,2017,"BR, CA",W2669673144,2018,CA,W2791919917
A5008036042,Edison Pignaton de Freitas,Foreign to Brazilian,2016,US,W2731706035,2016,BR,W2570455872
A5035624352,Everton Guimarães,Brazilian to Foreign,2016,BR,W2476774557,2018,US,W2899257757
A5035624352,Everton Guimarães,Foreign to Brazilian,2018,US,W2899257757,2018,BR,W2789489236
A5035624352,Everton Guimarães,Brazilian to Foreign,2018,"BR, US",W2898808884,2021,US,W3158486742
A5004984970,Jayme L. Szwarcfiter,Brazilian to Foreign,2015,BR,W2733891508,2015,PT,W4303077278
A5004984970,Jayme L. Szwarcfiter,Foreign to Brazilian,2015,PT,W4303077278,2016,BR,W2549449893
A5080417707,Sandra Milena Roa-Martínez,Brazilian to Foreign,2018,BR,W2941881967,2018,CO,W2900889172
A5080417707,Sandra Milena Roa-Martínez,Foreign to Brazilian,2018,CO,W2784547395,2019,BR,W2942831906
A5080417707,Sandra Milena Roa-Martínez,Brazilian to Foreign,2019,BR,W2942831906,2019,CO,W2917756229
A5042909836,Guilherme Horta Travassos,Brazilian to Foreign,2019,BR,W2981168522,2019,AU,W2979564968
A5042909836,Guilherme Horta Travassos,Foreign to Brazilian,2019,AU,W2979564968,2020,BR,W3117849981
A5015943443,A. Jorge Morais,Foreign to Brazilian,2023,PT,W4317733168,2024,"BR, PT",W4399038245
A5015943443,A. Jorge Morais,Brazilian to Foreign,2024,"BR, PT",W4399038245,2024,PT,W4400082697
A5009797190,Bruno Gadelha,Brazilian to Foreign,2021,BR,W3216550300,2021,CN,W3175778493
A5009797190,Bruno Gadelha,Foreign to Brazilian,2021,CN,W3175778493,2021,BR,W3204215301
A5055534532,Tayana Conte,Brazilian to Foreign,2021,BR,W3201768613,2021,CN,W3175778493
A5055534532,Tayana Conte,Foreign to Brazilian,2021,CN,W3175778493,2021,BR,W3160463582
A5019339892,Sı́lvio M. Duarte Queirós,Brazilian to Foreign,2022,BR,W4303184137,2023,IN,W4321351197
A5019339892,Sı́lvio M. Duarte Queirós,Foreign to Brazilian,2023,IN,W4321351197,2024,BR,W4391884965
A5052837510,Guilherme Freire Roberto,Brazilian to Foreign,2023,BR,W4385702857,2023,PT,W4390347694
A5052837510,Guilherme Freire Roberto,Foreign to Brazilian,2024,PT,W4396573268,2024,BR,W4392242501
A5052837510,Guilherme Freire Roberto,Brazilian to Foreign,2024,BR,W4392242501,2024,PT,W4393312787
A5058183984,Carlos Soares,Foreign to Brazilian,2016,PT,W2516406814,2017,"BR, PT",W3180491832
A5058183984,Carlos Soares,Brazilian to Foreign,2017,"BR, PT",W3180491832,2017,PT,W2749328462
A5058183984,Carlos Soares,Foreign to Brazilian,2018,PT,W2904093948,2018,BR,W2904395518
A5058183984,Carlos Soares,Brazilian to Foreign,2018,BR,W2904395518,2020,PT,W3035198387
A5063967621,Diana Sasaki,Foreign to Brazilian,2015,FR,W2193341409,2016,BR,W3007576270
A5036462178,Diego F. G. Coelho,Foreign to Brazilian,2021,CA,W4205700951,2022,"BR, US",W4292983121
A5022643236,Saeid Asadzadeh,Brazilian to Foreign,2020,BR,W3015839778,2023,DE,W4386886211
A5022643236,Saeid Asadzadeh,Foreign to Brazilian,2023,DE,W4386886211,2024,BR,W4394848746
A5085152446,Raul Lopes,Brazilian to Foreign,2022,"BR, FR",W3043413734,2023,FR,W4285581559
A5046257939,G Venturi,Brazilian to Foreign,2022,BR,W4287577061,2024,IT,W4391881662
A5007016189,Emmanuel John M. Carranza,Brazilian to Foreign,2018,"AU, BR, ZA",W2900503583,2019,ZA,W2921094977
A5007016189,Emmanuel John M. Carranza,Foreign to Brazilian,2023,ZA,W4385479626,2024,"BR, ES, ZA",W4391057720
A5030647281,Rodrigo Nogueira,Foreign to Brazilian,2016,US,W2304245051,2022,BR,W4288422165
A5035589519,Sávio Freire,Brazilian to Foreign,2019,BR,W2993546554,2019,ES,W3034181936
A5035589519,Sávio Freire,Foreign to Brazilian,2019,ES,W3034181936,2019,BR,W2973934913
A5025579659,Manoel Mendonça,Brazilian to Foreign,2016,BR,W3171287905,2016,US,W2498514073
A5025579659,Manoel Mendonça,Foreign to Brazilian,2016,US,W2498514073,2016,BR,W2386541338
A5068598481,Wanderson Santos de Farias,Brazilian to Foreign,2024,"BR, PT, US",W4390731035,2024,US,W4401591462
A5009239429,Mariana Macedo,Brazilian to Foreign,2018,BR,W2896845898,2018,US,W2912184983
A5009239429,Mariana Macedo,Foreign to Brazilian,2018,US,W2912184983,2018,BR,W2911493660
A5009239429,Mariana Macedo,Brazilian to Foreign,2018,BR,W2911493660,2019,GB,W2972139900
A5020064430,Marcello Messina,Brazilian to Foreign,2022,"BR, RU",W4212765909,2022,RU,W4313296016
A5020064430,Marcello Messina,Foreign to Brazilian,2022,RU,W4313296016,2023,"BR, RU",W4391094385
A5020064430,Marcello Messina,Brazilian to Foreign,2023,"BR, RU",W4391094385,2024,RU,W4398197641
A5020064430,Marcello Messina,Foreign to Brazilian,2024,RU,W4398197641,2024,"BR, RU",W4390611258
A5016608746,Anita Maria da Rocha Fernandes,Brazilian to Foreign,2021,"BR, NG",W3181322068,2021,US,W3157158696
A5016608746,Anita Maria da Rocha Fernandes,Foreign to Brazilian,2021,US,W3157158696,2021,BR,W3158329772
A5091234084,Philippe O. A. Navaux,Brazilian to Foreign,2015,BR,W2078781838,2015,US,W2056303926
A5091234084,Philippe O. A. Navaux,Foreign to Brazilian,2015,US,W2056303926,2015,BR,W2060726218
A5091234084,Philippe O. A. Navaux,Brazilian to Foreign,2016,BR,W2535509411,2017,SK,W2769337697
A5091234084,Philippe O. A. Navaux,Foreign to Brazilian,2017,SK,W2769337697,2017,BR,W2613865501
A5091234084,Philippe O. A. Navaux,Brazilian to Foreign,2018,BR,W2954337868,2018,RU,W2791224731
A5091234084,Philippe O. A. Navaux,Foreign to Brazilian,2018,RU,W2791224731,2018,BR,W2806946431
A5092508356,Danilo Gabriel Paz Sánchez,Foreign to Brazilian,2023,EC,W4385455122,2024,BR,W4394963125
A5081561770,João Paulo Biazotto,Brazilian to Foreign,2023,"BR, NL",W4389265760,2024,NL,W4399207483
A5008359300,Daniel Feitosa,Foreign to Brazilian,2015,NL,W2036049607,2017,BR,W2753192334
A5008359300,Daniel Feitosa,Brazilian to Foreign,2017,BR,W2753192334,2017,NL,W2585966308
A5069872163,Raqueline A. M. Santos,Brazilian to Foreign,2015,BR,W3099805706,2024,LV,W4396811322
A5080152569,Vivek Nigam,Brazilian to Foreign,2019,BR,W2981097654,2019,DE,W2974537243
A5080152569,Vivek Nigam,Foreign to Brazilian,2019,DE,W2974537243,2019,BR,W2972150838
A5080152569,Vivek Nigam,Brazilian to Foreign,2019,BR,W3015878040,2019,DE,W2987296943
A5080152569,Vivek Nigam,Foreign to Brazilian,2019,DE,W2987296943,2020,"BR, DE",W3010887667
A5041098914,Leandro M. Bertholdo,Brazilian to Foreign,2015,BR,W2079207212,2020,NL,W3100524729
A5041098914,Leandro M. Bertholdo,Foreign to Brazilian,2022,NL,W4310731678,2024,BR,W4403981080
A5018066081,Carine M. Rebello,Brazilian to Foreign,2023,BR,W4381491969,2024,NO,W4403774683
A5017316069,Erbet A. Costa,Brazilian to Foreign,2023,BR,W4381491969,2024,NO,W4403774683
A5101621763,Marcos Oliveira,Brazilian to Foreign,2020,BR,W4238174276,2023,GB,W4391249773
A5101621763,Marcos Oliveira,Foreign to Brazilian,2023,GB,W4391249773,2023,BR,W4385450262
A5063050171,Demóstenes Zegarra Rodríguez,Brazilian to Foreign,2023,BR,W4387486924,2024,KZ,W4403765724
A5063050171,Demóstenes Zegarra Rodríguez,Foreign to Brazilian,2024,KZ,W4403765724,2024,BR,W4401808110
A5014926009,Ítalo Cunha,Brazilian to Foreign,2015,BR,W1922859535,2016,US,W2310278244
A5014926009,Ítalo Cunha,Foreign to Brazilian,2016,US,W2310278244,2016,BR,W2430882665
A5014926009,Ítalo Cunha,Brazilian to Foreign,2017,BR,W2751521013,2017,IT,W2783266190
A5014926009,Ítalo Cunha,Foreign to Brazilian,2017,IT,W2783266190,2017,BR,W2743636887
A5045165255,Ethan Katz-Bassett,Foreign to Brazilian,2019,US,W2980982742,2019,BR,W2993887313
A5045165255,Ethan Katz-Bassett,Brazilian to Foreign,2019,BR,W2993887313,2019,US,W2989354970
A5060782998,Ewerton L. S. Oliveira,Foreign to Brazilian,2018,IT,W2793978067,2024,BR,W4404035318
A5113723340,Ahmed Patel,Foreign to Brazilian,2015,"GB, SA",W1652523751,2015,"BR, GB",W3125806596
A5113723340,Ahmed Patel,Brazilian to Foreign,2018,BR,W2886765905,2018,GB,W2901974388
A5113723340,Ahmed Patel,Foreign to Brazilian,2018,GB,W2901974388,2020,BR,W3005416630
A5086003124,Marcelo D’Agostino,Foreign to Brazilian,2021,US,W4206675936,2024,BR,W4404020446
A5061075103,Victor A. Kich,Brazilian to Foreign,2023,BR,W4389332543,2023,JP,W4389332619
A5086060194,Jair Augusto Bottega,Brazilian to Foreign,2023,BR,W4389332543,2024,JP,W4403919907
A5020504746,Ricardo Bedin Grando,Brazilian to Foreign,2022,BR,W4290648370,2022,UY,W4210643767
A5020504746,Ricardo Bedin Grando,Foreign to Brazilian,2024,UY,W4403677066,2024,"BR, US",W4405180451
A5088227569,Wesley Costa,Brazilian to Foreign,2022,BR,W4213326725,2024,NL,W4403918308
A5001574496,Ricardo Ramos,Brazilian to Foreign,2017,BR,W2780342850,2022,MX,W4311192353
A5001574496,Ricardo Ramos,Foreign to Brazilian,2022,MX,W4311192353,2023,"BR, US",W4395102011
A5065293119,Luís F. W. Góes,Brazilian to Foreign,2020,BR,W3116831358,2021,GB,W3164002614
A5039766876,João Barreto,Foreign to Brazilian,2021,PT,W3136572593,2023,BR,W4388966883
A5039766876,João Barreto,Brazilian to Foreign,2023,BR,W4388966883,2024,PT,W4403758157
A5031787326,Giancarlo Lucca,Foreign to Brazilian,2018,ES,W2890484132,2019,BR,W2972324847
A5060798467,Adriano Vogel,Brazilian to Foreign,2023,"AT, BR",W4378976822,2024,AT,W4403757888
A5048270773,Luan Teylo,Brazilian to Foreign,2023,"BR, FR",W4390342023,2024,FR,W4403757796
A5052456714,Daniel F. Macedo,Brazilian to Foreign,2018,BR,W2808651156,2018,GB,W2898835161
A5052456714,Daniel F. Macedo,Foreign to Brazilian,2018,GB,W2898835161,2018,BR,W2809949066
A5052456714,Daniel F. Macedo,Brazilian to Foreign,2023,BR,W4319878685,2023,BE,W4389313028
A5052456714,Daniel F. Macedo,Foreign to Brazilian,2023,BE,W4389313028,2024,BR,W4404953613
A5067928085,Daniel Macêdo Batista,Brazilian to Foreign,2023,BR,W4391828600,2023,"BG, CZ",W4399169257
A5067928085,Daniel Macêdo Batista,Foreign to Brazilian,2023,"BG, CZ",W4399169257,2023,BR,W4376456472
A5087638191,Patrick Louodop,Brazilian to Foreign,2017,"BR, CM",W2766819024,2019,"CM, US",W2961367151
A5087638191,Patrick Louodop,Foreign to Brazilian,2019,"CM, US",W2961367151,2019,"BR, CM",W2940082894
A5087638191,Patrick Louodop,Brazilian to Foreign,2020,"BR, CM",W3039311081,2020,CM,W3107645607
A5087638191,Patrick Louodop,Foreign to Brazilian,2022,CM,W4297359526,2023,"BR, CM",W4390277623
A5087638191,Patrick Louodop,Brazilian to Foreign,2024,"BR, CM, US",W4404919981,2024,CM,W4396709481
A5006191190,Roberto Hirata,Brazilian to Foreign,2019,BR,W2981366895,2019,PE,W2967584026
A5006191190,Roberto Hirata,Foreign to Brazilian,2019,PE,W2967584026,2020,BR,W3081544438
A5065765043,Markus Endler,Brazilian to Foreign,2018,BR,W2900469899,2018,DE,W2910077079
A5065765043,Markus Endler,Foreign to Brazilian,2018,DE,W2910077079,2018,BR,W2893041794
A5021734616,Fabrício Murai,Brazilian to Foreign,2022,BR,W4283800850,2023,US,W4386462154
A5021734616,Fabrício Murai,Foreign to Brazilian,2024,US,W4403937684,2024,BR,W4390498862
A5063749335,Eder J. Scheid,Brazilian to Foreign,2018,"BR, SK, US",W2845043612,2019,CH,W2941453955
A5063749335,Eder J. Scheid,Foreign to Brazilian,2019,CH,W4254569799,2019,BR,W2951698838
A5063749335,Eder J. Scheid,Brazilian to Foreign,2019,BR,W2951698838,2019,UA,W2910793275
