publication_year,subfield_id,subfield_display_name,count,citation_count,country_code
2019,subfields/1705,Computer Networks and Communications,1107,11634,BR
2019,subfields/1706,Computer Science Applications,421,2425,BR
2019,subfields/1712,Software,110,855,BR
2019,subfields/1711,Signal Processing,285,1781,BR
2019,subfields/1709,Human-Computer Interaction,267,1654,BR
2019,subfields/1708,Hardware and Architecture,124,842,BR
2019,subfields/1704,Computer Graphics and Computer-Aided Design,54,268,BR
2018,subfields/1707,Computer Vision and Pattern Recognition,734,8384,BR
2018,subfields/1710,Information Systems,2673,11447,BR
2018,subfields/1703,Computational Theory and Mathematics,506,4704,BR
2018,subfields/1702,Artificial Intelligence,1780,17657,BR
2018,subfields/1705,Computer Networks and Communications,1017,11318,BR
2018,subfields/1706,Computer Science Applications,334,3191,BR
2018,subfields/1712,Software,87,1016,BR
2018,subfields/1711,Signal Processing,269,2479,BR
2018,subfields/1709,Human-Computer Interaction,218,1590,BR
2018,subfields/1708,Hardware and Architecture,160,747,BR
2018,subfields/1704,Computer Graphics and Computer-Aided Design,46,232,BR
2017,subfields/1707,Computer Vision and Pattern Recognition,656,7070,BR
2017,subfields/1710,Information Systems,2444,10692,BR
2017,subfields/1703,Computational Theory and Mathematics,425,3548,BR
2017,subfields/1702,Artificial Intelligence,1508,16771,BR
2017,subfields/1705,Computer Networks and Communications,844,8800,BR
2017,subfields/1706,Computer Science Applications,311,2533,BR
2017,subfields/1712,Software,120,900,BR
2017,subfields/1711,Signal Processing,234,1949,BR
2017,subfields/1709,Human-Computer Interaction,206,1470,BR
2017,subfields/1708,Hardware and Architecture,132,832,BR
2017,subfields/1704,Computer Graphics and Computer-Aided Design,52,402,BR
2016,subfields/1707,Computer Vision and Pattern Recognition,627,7601,BR
2016,subfields/1710,Information Systems,2288,21794,BR
2016,subfields/1703,Computational Theory and Mathematics,380,4230,BR
2016,subfields/1702,Artificial Intelligence,1462,17229,BR
2016,subfields/1705,Computer Networks and Communications,824,7762,BR
2016,subfields/1706,Computer Science Applications,287,2319,BR
2016,subfields/1712,Software,121,1013,BR
2016,subfields/1711,Signal Processing,241,3438,BR
2016,subfields/1709,Human-Computer Interaction,213,1675,BR
2016,subfields/1708,Hardware and Architecture,157,801,BR
2016,subfields/1704,Computer Graphics and Computer-Aided Design,47,240,BR
2015,subfields/1707,Computer Vision and Pattern Recognition,697,6891,BR
2015,subfields/1710,Information Systems,1873,9239,BR
2015,subfields/1703,Computational Theory and Mathematics,448,9855,BR
2015,subfields/1702,Artificial Intelligence,1426,15904,BR
2015,subfields/1705,Computer Networks and Communications,829,8273,BR
2015,subfields/1706,Computer Science Applications,265,2570,BR
2015,subfields/1712,Software,101,640,BR
2015,subfields/1711,Signal Processing,255,3063,BR
2015,subfields/1709,Human-Computer Interaction,177,1190,BR
2015,subfields/1708,Hardware and Architecture,144,885,BR
2015,subfields/1704,Computer Graphics and Computer-Aided Design,43,233,BR
